Lead Number,Type of Ad Seen
624386,Not Applicable
624363,Not Applicable
624359,Not Applicable
624357,Not Applicable
624356,Not Applicable
624353,Not Applicable
624348,Not Applicable
624347,Not Applicable
624344,Not Applicable
624343,Not Applicable
624337,Not Applicable
624326,Not Applicable
624325,Not Applicable
624319,Not Applicable
624317,Not Applicable
624314,Not Applicable
624295,Not Applicable
624289,Not Applicable
624284,Not Applicable
624273,Not Applicable
624266,Not Applicable
624227,Not Applicable
624208,Not Applicable
624199,Not Applicable
624197,Not Applicable
624189,Not Applicable
624187,Not Applicable
624182,Not Applicable
624169,Not Applicable
624147,Not Applicable
624136,Not Applicable
624135,Not Applicable
624122,Not Applicable
624114,Not Applicable
624096,Not Applicable
624095,Not Applicable
624090,Not Applicable
624084,Not Applicable
624080,Not Applicable
624070,Not Applicable
624042,Not Applicable
623975,Not Applicable
623966,Not Applicable
623955,Not Applicable
623948,Not Applicable
623943,Not Applicable
623936,Not Applicable
623925,Not Applicable
623915,Not Applicable
623906,Not Applicable
623879,Not Applicable
623851,Not Applicable
623832,Not Applicable
623831,Not Applicable
623822,Not Applicable
623814,Not Applicable
623794,Not Applicable
623790,Not Applicable
623781,Not Applicable
623780,Not Applicable
623770,Not Applicable
623768,Not Applicable
623749,Not Applicable
623733,Not Applicable
623730,Not Applicable
623727,Not Applicable
623715,Not Applicable
623713,Not Applicable
623687,Not Applicable
623664,Not Applicable
623651,Not Applicable
623647,Not Applicable
623627,Not Applicable
623622,Not Applicable
623604,Not Applicable
623572,Not Applicable
623554,Not Applicable
623553,Not Applicable
623551,Not Applicable
623549,Not Applicable
623548,Not Applicable
623537,Not Applicable
623507,Not Applicable
623498,Not Applicable
623497,Not Applicable
623494,Not Applicable
623484,Not Applicable
623471,Not Applicable
623467,Not Applicable
623457,Not Applicable
623455,Not Applicable
623429,Not Applicable
623427,Not Applicable
623426,Not Applicable
623420,Not Applicable
623408,Not Applicable
623400,Not Applicable
623398,Not Applicable
623383,Not Applicable
623382,Through Recommendations
623381,Not Applicable
623380,Not Applicable
623373,Not Applicable
623366,Not Applicable
623355,Not Applicable
623349,Not Applicable
623340,Not Applicable
623332,Not Applicable
623297,Not Applicable
623294,Not Applicable
623290,Not Applicable
623265,Not Applicable
623251,Not Applicable
623223,Not Applicable
607234,Search
623207,Not Applicable
623206,Not Applicable
623198,Not Applicable
623197,Not Applicable
623195,Not Applicable
623183,Not Applicable
623167,Not Applicable
623161,Not Applicable
623158,Not Applicable
623138,Not Applicable
623134,Not Applicable
623130,Not Applicable
623118,Not Applicable
623114,Not Applicable
623101,Not Applicable
623095,Not Applicable
623093,Not Applicable
623088,Not Applicable
623084,Not Applicable
623078,Not Applicable
623064,Not Applicable
623056,Not Applicable
623030,Not Applicable
622997,Not Applicable
622995,Not Applicable
622950,Not Applicable
622916,Not Applicable
622914,Not Applicable
622875,Not Applicable
622866,Not Applicable
622859,Not Applicable
622851,Not Applicable
622840,Not Applicable
622839,Not Applicable
622838,Not Applicable
622831,Not Applicable
622822,Not Applicable
622783,Not Applicable
622773,Not Applicable
622747,Not Applicable
622730,Not Applicable
622727,Not Applicable
622726,Not Applicable
622713,Not Applicable
622705,Not Applicable
622701,Not Applicable
622698,Not Applicable
622684,Not Applicable
622658,Not Applicable
622655,Not Applicable
622653,Not Applicable
622643,Not Applicable
622642,Not Applicable
622641,Not Applicable
622634,Not Applicable
622631,Not Applicable
622630,Not Applicable
622617,Not Applicable
622608,Not Applicable
622595,Not Applicable
622584,Not Applicable
622576,Not Applicable
622575,Not Applicable
622566,Not Applicable
622564,Not Applicable
622545,Not Applicable
622543,Not Applicable
622534,Not Applicable
622529,Not Applicable
622517,Not Applicable
622513,Not Applicable
622512,Not Applicable
622505,Not Applicable
622495,Not Applicable
622493,Not Applicable
622488,Not Applicable
622478,Not Applicable
622472,Not Applicable
622460,Not Applicable
622433,Not Applicable
622423,Not Applicable
622413,Not Applicable
622410,Not Applicable
622403,Not Applicable
622400,Not Applicable
622395,Not Applicable
622385,Not Applicable
622372,Not Applicable
622371,Not Applicable
622366,Not Applicable
622363,Not Applicable
622357,Not Applicable
622344,Not Applicable
622325,Not Applicable
622322,Not Applicable
622305,Not Applicable
622296,Not Applicable
622295,Not Applicable
622288,Not Applicable
622285,Not Applicable
622280,Not Applicable
622276,Not Applicable
622275,Not Applicable
622240,Not Applicable
622227,Not Applicable
622218,Not Applicable
622214,Not Applicable
622204,Not Applicable
622189,Not Applicable
622180,Not Applicable
622177,Not Applicable
622172,Not Applicable
622158,Not Applicable
622145,Not Applicable
622143,Not Applicable
622142,Not Applicable
622118,Not Applicable
622101,Not Applicable
622097,Not Applicable
622093,Not Applicable
622090,Not Applicable
622089,Not Applicable
622084,Not Applicable
622076,Not Applicable
622072,Not Applicable
622056,Not Applicable
622052,Not Applicable
622036,Not Applicable
621999,Not Applicable
621998,Not Applicable
621993,Not Applicable
621978,Not Applicable
621976,Not Applicable
621941,Not Applicable
621922,Not Applicable
621899,Not Applicable
621884,Not Applicable
621870,Not Applicable
621856,Not Applicable
621837,Not Applicable
621812,Not Applicable
621770,Not Applicable
621766,Not Applicable
621746,Not Applicable
621743,Not Applicable
621739,Not Applicable
621735,Not Applicable
621733,Not Applicable
621704,Not Applicable
621698,Not Applicable
621676,Not Applicable
621675,Not Applicable
621671,Not Applicable
621650,Not Applicable
621641,Not Applicable
621638,Not Applicable
621601,Not Applicable
621583,Not Applicable
621566,Not Applicable
621560,Not Applicable
621555,Not Applicable
621553,Not Applicable
621535,Not Applicable
621532,Not Applicable
621514,Not Applicable
621499,Not Applicable
621492,Not Applicable
621487,Not Applicable
621477,Not Applicable
621471,Not Applicable
621464,Not Applicable
621452,Not Applicable
621451,Not Applicable
621437,Not Applicable
621410,Not Applicable
621397,Not Applicable
621393,Not Applicable
621386,Not Applicable
621381,Not Applicable
621368,Not Applicable
621360,Not Applicable
621353,Not Applicable
621352,Not Applicable
621344,Not Applicable
621337,Not Applicable
621327,Not Applicable
621319,Not Applicable
621318,Not Applicable
621310,Not Applicable
621284,Not Applicable
621280,Not Applicable
621277,Not Applicable
621270,Not Applicable
621269,Not Applicable
621264,Not Applicable
621262,Not Applicable
621254,Not Applicable
621252,Not Applicable
621242,Not Applicable
621241,Not Applicable
621231,Not Applicable
621219,Not Applicable
621213,Not Applicable
621209,Not Applicable
621205,Not Applicable
621198,Not Applicable
621183,Not Applicable
621178,Not Applicable
621168,Not Applicable
621166,Not Applicable
621130,Not Applicable
621126,Not Applicable
621121,Not Applicable
621116,Not Applicable
621106,Not Applicable
621103,Not Applicable
621087,Not Applicable
621078,Not Applicable
621055,Not Applicable
621044,Not Applicable
621026,Not Applicable
621024,Not Applicable
620996,Not Applicable
620989,Not Applicable
620979,Not Applicable
620919,Not Applicable
620918,Not Applicable
620905,Not Applicable
620900,Not Applicable
620883,Not Applicable
620874,Not Applicable
620832,Not Applicable
620813,Not Applicable
620807,Not Applicable
620794,Not Applicable
620792,Not Applicable
620783,Not Applicable
620773,Not Applicable
620768,Not Applicable
620751,Not Applicable
620733,Not Applicable
620731,Not Applicable
620705,Not Applicable
620704,Not Applicable
620699,Not Applicable
620695,Not Applicable
620677,Not Applicable
620667,Not Applicable
620641,Not Applicable
620639,Not Applicable
620635,Not Applicable
620633,Not Applicable
620632,Not Applicable
620629,Not Applicable
620628,Not Applicable
620627,Not Applicable
620626,Not Applicable
620624,Not Applicable
620608,Not Applicable
620607,Not Applicable
620605,Not Applicable
620588,Not Applicable
620563,Not Applicable
620553,Not Applicable
620550,Not Applicable
620543,Not Applicable
620522,Not Applicable
620517,Not Applicable
620507,Not Applicable
620505,Not Applicable
620504,Not Applicable
620501,Not Applicable
620493,Not Applicable
620476,Not Applicable
620474,Not Applicable
620468,Not Applicable
620463,Not Applicable
620456,Not Applicable
620454,Not Applicable
620439,Not Applicable
620429,Not Applicable
620420,Not Applicable
620414,Not Applicable
620405,Not Applicable
620391,Not Applicable
620385,Not Applicable
620376,Not Applicable
620372,Not Applicable
620363,Not Applicable
620326,Not Applicable
620304,Not Applicable
620285,Not Applicable
620278,Not Applicable
620276,Not Applicable
620274,Not Applicable
620273,Not Applicable
620260,Not Applicable
620255,Not Applicable
620226,Not Applicable
620223,Not Applicable
620221,Not Applicable
620220,Not Applicable
620216,Not Applicable
620193,Not Applicable
620189,Not Applicable
620185,Not Applicable
620179,Not Applicable
620177,Not Applicable
620170,Not Applicable
620157,Not Applicable
620155,Not Applicable
620147,Not Applicable
620137,Not Applicable
620115,Not Applicable
620113,Not Applicable
620110,Not Applicable
620064,Not Applicable
620055,Not Applicable
620028,Not Applicable
619985,Not Applicable
619952,Not Applicable
619930,Not Applicable
619919,Not Applicable
619902,Not Applicable
619901,Not Applicable
619894,Not Applicable
619890,Not Applicable
619884,Not Applicable
619870,Not Applicable
619857,Not Applicable
619846,Not Applicable
619821,Not Applicable
619819,Not Applicable
619799,Not Applicable
619793,Not Applicable
619786,Not Applicable
619784,Not Applicable
619766,Not Applicable
619761,Not Applicable
619683,Not Applicable
619676,Not Applicable
619673,Not Applicable
619649,Not Applicable
619646,Not Applicable
619629,Not Applicable
619626,Not Applicable
619624,Not Applicable
619603,Not Applicable
619580,Not Applicable
619569,Not Applicable
619567,Not Applicable
619558,Not Applicable
619556,Not Applicable
619550,Not Applicable
619538,Not Applicable
619537,Not Applicable
619534,Not Applicable
619533,Not Applicable
619527,Not Applicable
619524,Not Applicable
619523,Not Applicable
619515,Not Applicable
619506,Not Applicable
619503,Not Applicable
619500,Not Applicable
619497,Not Applicable
619490,Not Applicable
619487,Not Applicable
619486,Not Applicable
619478,Not Applicable
619446,Not Applicable
619437,Not Applicable
619428,Not Applicable
619425,Not Applicable
619421,Not Applicable
619413,Not Applicable
619408,Not Applicable
619402,Not Applicable
619391,Not Applicable
619366,Not Applicable
619325,Not Applicable
619321,Not Applicable
619314,Not Applicable
619310,Not Applicable
619292,Not Applicable
619291,Not Applicable
619285,Not Applicable
619276,Not Applicable
619272,Not Applicable
619271,Not Applicable
619268,Not Applicable
619261,Not Applicable
619260,Not Applicable
619246,Not Applicable
619240,Not Applicable
619234,Not Applicable
619228,Not Applicable
619225,Not Applicable
619210,Not Applicable
619196,Not Applicable
619195,Not Applicable
619183,Not Applicable
619182,Not Applicable
619176,Not Applicable
619174,Not Applicable
619170,Not Applicable
619164,Not Applicable
619151,Not Applicable
619144,Not Applicable
619142,Not Applicable
619137,Not Applicable
619119,Not Applicable
619118,Not Applicable
619098,Not Applicable
619090,Not Applicable
619066,Not Applicable
619064,Not Applicable
619060,Not Applicable
619054,Not Applicable
619044,Not Applicable
619041,Not Applicable
619035,Not Applicable
619022,Not Applicable
619020,Not Applicable
619003,Not Applicable
619000,Not Applicable
618999,Not Applicable
618983,Not Applicable
618977,Not Applicable
618971,Not Applicable
618952,Not Applicable
618943,Not Applicable
618932,Not Applicable
618917,Not Applicable
618915,Not Applicable
618896,Not Applicable
618866,Not Applicable
618850,Not Applicable
618845,Not Applicable
618841,Not Applicable
618838,Not Applicable
618835,Not Applicable
618807,Not Applicable
618782,Not Applicable
